Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount Percentage,Customer Income Level,Item Price
46,1,1,52.78,21,0,14,0,4.7,1,4,1,1,4,5,4,27.48936433,1,50.88
40,1,2,69.14,21,1,18,3,2.5,1,3,1,1,47,2,0,14.59728053,2,68.64
51,1,1,105.03,35,0,6,1,4.4,1,4,1,1,13,0,6,18.58882153,2,98.45
35,1,0,68.8,40,0,3,0,3.9,1,3,1,1,8,0,5,27.66180277,2,65.75
56,1,0,47.99,35,1,13,3,3.7,1,3,1,1,11,3,5,20.6059499,1,44.18
25,1,1,91.67,19,0,22,0,3.4,1,3,1,1,5,5,0,7.922451018,1,87.48
65,1,0,12.73,34,0,9,0,4.8,1,3,1,1,1,2,4,28.49580309,0,12.31
39,1,0,45.98,34,0,24,0,4.2,1,3,1,1,17,4,2,20.69270133,0,44.22
47,1,2,135.49,20,1,20,0,3.4,1,4,1,1,27,5,5,13.37264037,2,128.63
36,1,0,69.66,32,0,16,1,2.9,1,3,1,1,3,3,5,8.481801817,0,64.71
66,1,3,227.86,8,1,22,1,3.3,1,3,1,1,22,4,6,24.85062973,1,212.6
62,1,0,96.17,25,2,14,2,4.8,1,3,1,1,24,1,3,20.5018189,0,96.0
41,1,1,45.49,22,1,18,0,3.8,1,4,1,1,18,3,5,18.3365273,1,45.45
66,1,2,152.65,20,0,15,2,4.6,1,3,1,1,39,0,2,27.34731458,2,140.07
51,1,1,56.44,38,3,8,3,2.6,1,3,1,1,25,2,3,24.71493028,2,51.65
33,1,0,16.87,22,3,22,0,3.4,1,3,1,1,6,1,0,8.791871993,1,15.42
57,1,0,42.07,27,0,24,0,4.2,1,4,1,1,26,0,6,12.79305169,0,41.65
45,1,0,55.11,30,1,16,0,3.9,1,3,1,1,43,3,3,11.2122285,2,53.73
61,1,1,58.79,32,1,3,1,2.9,1,3,1,1,6,2,4,23.59865731,2,57.03
55,1,1,131.1,45,3,19,0,4.2,1,3,1,1,6,3,5,5.838310868,0,124.39
54,1,2,87.98,1,1,16,2,3.0,1,4,1,1,13,1,5,19.24724212,0,82.92
57,1,0,76.48,27,1,5,3,3.6,1,3,1,1,13,4,4,24.06146714,1,74.45
27,1,3,134.33,37,1,3,0,2.5,1,0,1,1,11,1,0,26.91914092,0,132.71
64,1,0,28.1,12,3,18,1,2.6,1,3,1,1,45,5,6,13.55204372,0,26.3
52,1,1,45.88,7,1,19,1,4.3,1,3,1,1,8,4,4,25.53143262,0,43.59
19,1,2,152.15,44,1,7,1,3.3,1,3,1,1,8,2,0,7.765793424,1,150.54
22,1,1,96.16,10,0,5,0,2.6,1,3,1,1,34,0,3,26.16130729,1,93.75
18,1,1,152.2,12,0,20,0,3.6,1,1,1,1,40,3,1,8.187216558,2,145.18
29,1,0,87.08,4,0,9,3,2.6,1,0,1,1,14,3,1,14.93218226,1,82.54
42,1,0,14.79,27,1,24,2,3.5,1,3,1,1,11,2,5,24.93238414,2,13.91
49,1,0,101.38,16,2,6,3,3.0,1,3,1,1,8,4,4,8.747935684,0,95.63
49,1,1,137.68,0,1,12,1,5.0,1,4,1,1,8,5,2,10.73128488,2,126.49
55,1,1,50.7,49,3,19,1,2.5,1,3,1,1,37,5,6,23.05631421,2,49.65
29,1,1,103.51,20,1,24,2,2.9,1,0,1,1,23,3,0,23.00091341,0,99.43
60,1,1,140.81,43,1,2,1,4.6,1,3,1,1,38,1,0,21.02869082,2,129.18
34,1,2,92.22,31,1,21,1,3.6,1,0,1,1,38,1,5,22.34871111,1,90.08
30,1,0,82.45,44,0,9,3,3.0,1,3,1,1,12,2,3,18.56811108,1,80.25
28,1,1,132.32,10,1,8,2,4.5,1,0,1,1,15,1,6,11.29497647,1,126.94
63,1,1,107.8,17,0,17,3,4.5,1,3,1,1,38,4,3,13.64239984,1,106.78
31,1,1,105.67,0,1,15,3,3.2,1,0,1,1,41,0,2,9.53994292,2,101.1
46,1,1,97.88,17,2,17,1,4.0,1,3,1,1,37,4,3,27.71126403,2,96.26
70,1,0,82.9,13,2,20,3,4.8,1,3,1,1,16,0,2,19.58479487,0,76.32
53,1,0,29.79,21,2,8,1,3.7,1,3,1,1,25,5,6,15.02128542,2,29.51
50,1,1,24.55,38,3,24,2,3.8,1,3,1,1,18,0,5,16.55014509,2,23.07
33,1,0,68.17,11,2,17,0,2.7,1,0,1,1,4,2,1,28.68208349,2,64.64
22,1,1,52.11,17,1,9,2,4.9,1,3,1,1,12,0,5,8.833785078,0,50.15
50,1,0,66.66,32,2,11,2,3.1,1,3,1,1,35,4,3,19.6557458,1,63.5
34,1,2,200.62,29,1,22,1,4.2,1,0,1,1,45,5,6,17.64721697,2,197.92
24,1,1,114.83,0,0,12,2,3.8,1,1,1,1,16,2,4,20.28635589,0,110.37
69,1,0,52.02,16,3,24,3,4.2,1,3,1,1,10,3,3,5.452754596,0,48.54
39,1,2,162.36,31,1,0,2,4.6,1,3,1,1,34,5,0,26.80309772,0,147.71
42,1,1,37.07,2,3,1,0,4.0,1,4,1,1,43,2,0,28.30295706,1,36.69
42,1,3,206.14,19,1,22,0,4.0,1,4,1,1,38,3,6,19.12832959,2,194.87
29,1,1,56.08,1,1,22,1,3.8,1,3,1,1,48,4,2,22.4162706,0,55.64
55,1,0,19.29,27,0,3,2,3.3,1,3,1,1,31,4,0,28.06248453,1,17.71
32,1,1,46.4,43,2,6,2,2.6,1,3,1,1,20,1,2,22.68096586,0,44.94
25,1,0,31.48,30,0,2,0,4.9,1,2,1,1,12,2,3,8.813476073,0,30.4
38,1,1,30.53,7,1,20,3,3.5,1,4,1,1,2,0,6,19.407209,0,29.03
32,1,1,31.09,6,0,19,3,2.8,1,0,1,1,30,5,2,20.16787616,0,28.79
43,1,2,73.5,23,1,12,2,2.6,1,3,1,1,28,5,5,15.60326678,0,69.73
41,1,1,143.16,6,0,23,2,3.7,1,3,1,1,40,3,4,23.41110589,1,134.41
56,1,1,92.18,8,0,4,2,2.7,1,4,1,1,46,4,5,28.35917537,2,89.28
27,1,1,67.53,31,2,3,3,3.3,1,0,1,1,15,2,6,28.13921282,2,63.29
46,1,2,212.17,48,0,10,0,4.6,1,3,1,1,38,1,2,16.27098429,2,199.0
48,1,2,133.94,39,1,22,0,4.9,1,3,1,1,30,4,1,7.830951146,2,124.82
52,1,0,52.18,40,2,10,0,4.9,1,3,1,1,32,3,1,29.62102997,1,51.87
18,1,2,137.62,12,1,8,3,2.7,1,3,1,1,36,5,5,25.97245216,1,125.59
64,1,2,63.93,1,1,13,2,3.2,1,3,1,1,32,2,6,8.11656703,1,59.8
54,1,0,29.59,25,2,13,2,2.9,1,3,1,1,14,3,0,28.02104707,0,28.08
31,1,1,34.03,22,1,16,3,3.8,1,3,1,1,8,4,4,26.74740905,0,32.57
30,1,0,80.77,47,0,20,1,3.0,1,0,1,1,27,5,1,17.97095143,0,78.05
26,1,1,114.91,12,0,5,2,3.9,1,0,1,1,24,3,4,19.78188589,2,106.44
25,1,0,95.64,27,2,7,1,4.7,1,1,1,1,30,4,3,14.9750676,0,93.45
59,1,1,73.01,11,1,15,3,4.9,1,3,1,1,34,3,4,6.369040971,2,71.91
55,1,0,108.53,5,2,20,3,4.8,1,3,1,1,28,3,5,13.37993104,0,99.32
56,1,2,132.05,17,1,21,1,2.5,1,3,1,1,27,3,4,25.07133621,2,121.79
62,1,1,93.19,44,1,8,1,3.9,1,4,1,1,31,2,1,5.115800575,0,87.72
35,1,1,33.97,23,0,11,3,3.4,1,0,1,1,23,0,0,13.33747929,0,31.59
51,1,0,23.27,9,1,8,3,2.5,1,3,1,1,11,2,5,14.95421734,1,21.49
61,1,1,130.29,9,1,23,1,3.0,1,3,1,1,48,1,5,18.43489007,0,121.66
27,1,0,13.66,26,3,3,0,3.6,1,3,1,1,17,1,4,27.99639041,0,13.25
54,1,1,56.16,20,1,17,3,3.6,1,3,1,1,36,4,6,13.65864986,1,54.2
31,1,2,49.11,5,2,8,0,4.1,1,0,1,1,33,0,3,13.67383005,2,44.9
24,1,1,94.8,27,1,15,0,3.7,1,1,1,1,27,4,1,23.4375312,1,91.99
42,1,1,74.81,11,2,19,1,3.1,1,3,1,1,14,2,3,16.30544852,1,71.61
41,1,1,103.13,49,1,12,0,4.2,1,4,1,1,5,2,0,10.61512057,2,98.08
66,1,0,97.35,46,1,18,2,4.3,1,3,1,1,47,1,2,16.3109879,0,92.75
58,1,3,269.58,4,0,2,0,2.5,1,4,1,1,28,1,1,8.521425509,2,248.43
43,1,0,31.44,35,1,17,0,3.5,1,4,1,1,11,2,0,9.409674663,0,28.77
52,1,0,22.15,27,1,9,2,3.1,1,4,1,1,18,2,6,17.45919432,0,20.47
35,1,2,103.02,19,0,9,2,2.5,1,0,1,1,21,3,6,15.47313624,2,94.71
23,1,0,95.23,47,0,22,3,3.9,1,3,1,1,22,1,1,27.87114753,1,88.13
25,1,1,126.44,12,0,3,1,4.9,1,1,1,1,33,1,2,14.05984748,2,122.7
33,1,3,68.85,16,1,7,1,4.3,1,0,1,1,49,2,0,19.51470876,0,66.18
48,1,1,45.52,12,0,20,1,2.6,1,4,1,1,10,3,2,20.8066072,2,42.56
42,1,1,71.33,0,0,20,2,4.2,1,4,1,1,18,4,6,5.327361415,2,64.99
55,1,1,111.82,42,1,0,2,2.6,1,3,1,1,28,4,3,21.5884343,0,103.33
59,1,1,40.44,24,1,22,1,3.6,1,3,1,1,25,4,6,9.450899172,1,37.23
65,1,1,146.78,37,2,0,2,3.2,1,3,1,1,6,4,6,29.02675794,2,139.96
59,1,2,143.24,24,0,17,3,4.4,1,3,1,1,44,5,1,8.716568194,0,133.06
31,1,0,27.03,21,3,4,3,3.7,1,0,1,1,30,5,4,15.36560309,0,25.74
49,1,2,99.2,16,1,16,1,3.7,1,3,1,1,42,3,5,7.133741702,2,97.77
53,1,1,68.24,29,0,2,0,4.1,1,3,1,1,30,4,4,29.9218563,1,67.78
48,1,2,34.85,7,1,10,0,3.6,1,3,1,1,33,2,1,17.55487526,2,34.39
23,1,1,153.18,24,2,4,1,4.3,1,1,1,1,24,4,5,19.88462543,1,145.2
68,1,2,202.59,6,0,21,3,2.6,1,3,1,1,13,5,4,6.676911935,1,194.19
35,1,2,87.21,20,1,18,2,2.9,1,0,1,1,19,3,4,23.74901176,1,83.01
34,1,1,77.95,8,0,24,1,4.2,1,0,1,1,23,3,2,10.24763983,1,77.14
62,1,0,69.14,7,0,14,3,4.0,1,3,1,1,35,1,4,27.45135724,2,67.67
21,1,1,107.08,4,0,2,1,4.3,1,3,1,1,22,5,4,10.12849101,0,100.55
70,1,1,40.01,36,0,6,1,3.0,1,4,1,1,14,2,5,9.767193017,0,39.76
55,1,1,127.09,1,1,6,2,3.5,1,3,1,1,47,3,3,5.913741696,0,121.5
43,1,1,30.3,24,0,5,0,3.0,1,4,1,1,50,3,2,16.80167363,0,27.56
19,1,3,65.83,35,0,13,0,3.1,1,3,1,1,33,4,6,19.12102833,0,61.56
47,1,1,151.42,48,1,20,3,4.0,1,3,1,1,7,3,4,6.642715986,0,147.88
26,1,2,54.84,39,1,12,1,4.1,1,0,1,1,3,1,4,24.38819042,2,54.18
46,1,1,60.03,45,3,8,1,3.3,1,3,1,1,35,2,2,16.33222087,1,59.43
19,1,3,189.61,3,1,4,3,4.9,1,3,1,1,13,4,3,18.10975673,0,188.43
49,1,2,128.22,44,1,5,2,3.9,1,3,1,1,42,4,3,16.01906867,2,116.6
51,1,1,133.56,16,2,4,3,3.9,1,4,1,1,5,4,0,15.01907652,0,125.82
64,1,1,63.54,5,0,4,3,4.8,1,4,1,1,23,5,0,18.99100828,0,59.81
67,1,0,59.88,30,1,10,2,2.7,1,3,1,1,11,4,1,8.881006148,1,57.43
37,1,3,82.89,5,1,21,1,3.1,1,4,1,1,23,0,3,9.548203262,1,76.14
40,1,1,80.0,32,1,8,2,3.2,1,3,1,1,2,2,2,26.54464053,1,78.47
38,1,0,44.88,28,1,19,1,2.7,1,3,1,1,33,4,6,28.65288655,0,43.1
66,1,1,136.94,47,1,2,0,2.5,1,3,1,1,6,0,1,14.33273291,0,127.58
47,1,0,79.32,10,1,4,1,2.6,1,3,1,1,45,3,5,11.76861683,0,79.24
56,1,1,77.67,33,1,16,1,2.9,1,3,1,1,25,1,5,21.09998858,1,74.1
51,1,2,34.13,23,1,16,2,4.2,1,3,1,1,24,5,5,15.21835428,2,33.26
25,1,3,204.83,18,1,11,0,4.4,1,3,1,1,10,5,2,5.634658892,0,202.06
37,1,2,123.61,33,0,7,2,4.1,1,4,1,1,7,0,2,8.903814934,0,121.0
41,1,0,11.36,26,0,7,2,3.8,1,3,1,1,1,3,6,22.89930572,0,11.09
64,1,0,105.67,26,1,14,3,4.9,1,4,1,1,45,5,2,21.47309855,2,97.83
23,1,0,101.06,41,2,1,2,4.9,1,3,1,1,37,3,6,5.677399813,0,96.36
62,1,1,36.14,49,2,10,1,4.1,1,3,1,1,14,4,5,10.54930405,2,34.27
39,1,0,55.19,27,0,18,1,3.1,1,4,1,1,25,3,4,10.77686991,0,50.89
52,1,2,48.95,39,1,19,2,2.7,1,3,1,1,18,5,0,21.79731859,2,46.67
50,1,2,57.31,45,1,5,0,3.8,1,3,1,1,37,1,2,5.492763444,0,55.51
28,1,2,162.75,37,2,6,0,4.3,1,0,1,1,30,0,4,7.60271455,1,155.35
67,1,1,71.58,10,0,24,3,4.1,1,3,1,1,34,0,6,24.99790213,1,68.87
41,1,1,85.99,34,0,17,0,4.4,1,3,1,1,49,3,2,9.463616551,1,79.73
19,1,1,148.96,43,2,3,2,3.6,1,2,1,1,48,0,4,21.3186527,1,135.97
70,1,0,83.37,22,0,21,3,3.3,1,3,1,1,33,4,3,10.95456953,0,80.82
49,1,0,75.08,28,2,6,1,3.6,1,3,1,1,44,1,0,7.486034819,1,71.93
59,1,0,35.69,2,2,13,0,2.8,1,4,1,1,50,5,6,11.07930477,2,32.92
52,1,0,14.67,31,2,17,1,4.3,1,3,1,1,47,2,4,23.0566733,1,13.46
20,1,1,85.09,37,2,10,2,3.9,1,3,1,1,24,4,2,26.3924117,1,79.99
31,1,1,115.18,30,0,7,2,2.7,1,0,1,1,43,3,4,25.75549661,1,105.72
33,1,0,71.43,26,1,18,1,4.7,1,3,1,1,14,5,4,14.92958824,0,67.3
44,1,1,30.15,49,0,17,1,3.8,1,4,1,1,3,3,5,21.70212841,1,28.66
40,1,0,25.25,23,3,13,1,4.7,1,4,1,1,33,3,5,10.12460739,2,23.52
69,1,0,59.92,3,1,10,1,4.7,1,3,1,1,38,1,3,12.32869326,1,56.1
29,1,1,25.63,12,1,7,1,3.4,1,3,1,1,46,5,6,27.40839546,1,25.42
54,1,0,75.01,27,0,18,1,3.5,1,3,1,1,19,0,2,5.325048088,1,74.47
65,1,1,29.3,38,1,15,2,4.0,1,4,1,1,20,4,0,7.137713271,2,29.26
54,1,0,103.17,47,0,7,0,3.3,1,3,1,1,42,0,5,10.19715638,1,96.09
60,1,0,43.03,24,0,22,2,4.7,1,3,1,1,34,1,4,5.663305097,2,41.79
43,1,0,44.69,16,1,0,2,2.8,1,3,1,1,5,1,4,9.535885877,2,41.47
44,1,3,185.65,46,1,2,3,3.3,1,4,1,1,3,4,5,19.57603902,1,182.27
69,1,1,43.05,1,0,11,1,2.9,1,4,1,1,46,4,2,15.53561376,2,42.63
46,1,1,113.93,23,2,5,1,2.8,1,3,1,1,16,5,0,27.31679278,0,105.84
41,1,1,54.57,39,1,18,1,4.2,1,4,1,1,21,3,1,25.43608904,1,54.46
32,1,1,33.65,24,0,5,3,4.4,1,0,1,1,34,2,1,13.54543379,1,30.68
26,1,0,39.4,29,1,21,3,3.6,1,0,1,1,9,4,2,11.48558584,2,36.59
61,1,0,68.75,17,0,19,0,2.7,1,3,1,1,36,4,6,14.4923102,2,66.22
49,1,1,47.31,39,2,16,1,3.4,1,4,1,1,22,2,4,19.75737356,1,46.74
53,1,1,107.69,44,1,1,3,2.8,1,4,1,1,2,0,5,11.70159102,0,99.95
24,1,1,109.21,3,1,8,3,3.4,1,3,1,1,32,0,4,20.6037227,2,103.71
37,1,2,40.73,43,1,24,0,2.6,1,3,1,1,29,1,2,15.2352913,2,37.13
43,1,1,127.46,46,0,17,2,4.1,1,4,1,1,27,5,2,18.80117952,0,123.83
31,1,1,156.27,38,0,17,3,2.9,1,3,1,1,33,2,3,15.90316323,0,147.4
49,1,1,102.88,12,2,2,1,2.7,1,3,1,1,16,5,4,12.36164399,1,95.71
69,1,1,133.77,24,1,12,1,3.7,1,4,1,1,11,0,5,28.71133267,0,125.53
65,1,1,37.89,32,1,14,1,4.3,1,3,1,1,11,1,3,24.09014485,1,36.65
41,1,1,143.81,20,0,8,3,2.6,1,3,1,1,17,3,1,8.502829394,0,140.65
37,1,0,45.37,3,3,6,2,4.3,1,3,1,1,37,1,6,26.7116994,2,43.5
70,1,3,146.33,40,0,19,2,4.1,1,3,1,1,18,4,6,17.18577996,1,137.88
63,1,2,194.9,9,1,5,0,4.2,1,3,1,1,13,2,4,27.36380567,1,190.32
55,1,1,36.5,3,1,19,1,4.2,1,4,1,1,7,4,6,24.9963814,1,35.8
52,1,1,144.04,15,3,0,3,3.1,1,3,1,1,37,1,5,15.63033761,0,135.3
22,1,1,61.83,2,0,20,3,4.9,1,3,1,1,8,1,4,5.561732708,2,57.17
54,1,1,143.15,20,3,8,1,4.4,1,4,1,1,11,1,1,11.71693398,1,131.98
28,1,2,190.91,30,0,1,2,4.4,1,0,1,1,8,5,1,18.54085537,1,186.22
67,1,1,123.6,3,3,24,3,3.4,1,3,1,1,31,1,2,20.8369555,1,118.16
59,1,2,185.75,26,1,23,0,4.5,1,3,1,1,26,3,3,11.44719214,1,173.14
26,1,1,128.87,10,0,8,0,4.5,1,3,1,1,20,2,1,8.483901852,2,120.94
24,1,3,90.14,26,1,19,3,4.1,1,2,1,1,24,0,3,25.87325592,0,85.49
62,1,1,161.88,13,0,2,3,3.2,1,3,1,1,45,3,1,29.61005452,2,148.01
70,1,2,37.95,5,1,11,1,2.7,1,3,1,1,33,3,4,18.14225456,1,37.34
45,1,1,39.82,36,2,24,1,3.7,1,3,1,1,21,0,4,9.291982146,2,37.12
58,1,1,129.01,34,0,23,0,2.6,1,3,1,1,2,0,3,11.80768316,1,126.31
31,1,2,125.75,18,1,16,2,2.7,1,3,1,1,28,1,6,5.459766914,0,115.99
32,1,1,121.51,14,1,11,2,2.7,1,0,1,1,18,5,5,27.85747016,0,115.26
36,1,1,101.66,48,2,20,0,4.8,1,4,1,1,21,3,3,7.943777072,0,96.75
25,1,1,62.0,31,0,9,3,4.8,1,2,1,1,24,2,4,19.41291189,1,58.68
48,1,0,78.29,5,2,12,1,2.6,1,3,1,1,15,4,2,11.85138052,2,72.0
39,1,0,72.39,12,0,1,3,4.5,1,3,1,1,38,4,2,18.85445006,0,67.27
26,1,1,42.69,2,1,5,3,3.2,1,3,1,1,38,4,1,21.28550971,1,40.81
32,1,0,11.11,35,0,5,3,3.8,1,0,1,1,13,5,3,25.74354509,1,10.84
54,1,0,82.86,13,2,7,1,4.8,1,4,1,1,39,1,1,10.16053179,2,75.38
38,1,2,48.74,22,1,22,2,4.1,1,3,1,1,8,5,2,5.274895716,0,46.86
46,1,3,214.3,37,3,2,1,2.8,1,3,1,1,4,4,5,8.422140752,1,210.01
57,1,1,98.92,13,1,4,3,3.9,1,3,1,1,6,1,2,27.50046605,2,92.16
49,1,0,66.67,0,0,13,2,4.9,1,3,1,1,11,5,2,26.84725194,0,65.44
33,1,1,71.39,25,1,13,2,3.4,1,3,1,1,49,5,4,19.93532755,2,66.2
54,1,0,59.91,30,3,21,3,4.1,1,3,1,1,30,4,5,20.01292151,2,59.88
47,1,1,119.35,1,1,5,2,2.9,1,3,1,1,34,0,4,21.62591686,1,118.93
36,1,0,78.68,11,2,18,0,3.1,1,3,1,1,28,4,4,9.384281966,1,77.12
68,1,0,99.77,43,2,5,1,3.6,1,3,1,1,36,5,5,27.86029865,1,96.23
60,1,0,40.01,17,2,21,0,3.5,1,3,1,1,18,2,2,15.46926312,2,39.42
55,1,1,64.96,23,0,10,2,3.4,1,4,1,1,4,4,4,14.57846321,1,59.73
29,1,1,155.03,23,3,5,1,2.9,1,3,1,1,42,3,5,17.97294263,2,149.52
38,1,0,54.01,13,3,22,1,4.7,1,4,1,1,11,1,5,6.174149169,2,50.37
70,1,2,191.37,46,3,0,3,4.4,1,3,1,1,31,2,1,9.157084219,1,180.65
36,1,1,73.82,27,1,5,1,2.6,1,3,1,1,12,1,3,23.45084041,0,70.9
18,1,0,72.63,17,3,9,1,4.4,1,3,1,1,20,5,5,7.069966698,0,72.61
62,1,2,140.14,37,0,13,0,3.7,1,3,1,1,37,3,5,20.07880274,0,135.33
29,1,0,82.24,21,0,8,1,4.4,1,0,1,1,26,3,3,11.13372774,2,81.48
21,1,2,136.25,39,0,8,1,2.5,1,1,1,1,14,2,6,14.73239035,2,129.99
42,1,2,140.1,2,1,0,1,2.6,1,3,1,1,12,5,1,12.21734342,2,139.2
43,1,2,135.82,7,0,1,1,5.0,1,3,1,1,10,2,0,13.89181791,1,128.6
58,1,1,98.49,16,1,3,1,4.9,1,4,1,1,19,1,0,22.97614763,2,92.89
27,1,1,116.63,9,2,19,2,3.7,1,3,1,1,4,1,6,12.42804289,1,107.94
57,1,1,59.62,32,0,7,2,3.1,1,3,1,1,48,0,5,19.16011601,1,55.08
40,1,3,150.8,4,2,16,0,3.2,1,4,1,1,37,4,4,16.90126005,0,149.65
45,1,1,28.53,4,2,12,3,4.4,1,4,1,1,4,1,4,21.59177913,0,27.61
47,1,0,86.35,13,1,5,2,4.3,1,3,1,1,15,2,6,28.42074348,0,80.64
61,1,2,172.55,5,0,6,3,3.0,1,3,1,1,33,2,6,23.31430243,1,164.06
60,1,3,140.08,5,1,20,0,3.5,1,3,1,1,30,0,5,10.37350946,1,138.04
69,1,1,65.38,32,1,0,1,3.6,1,3,1,1,23,0,4,5.779578377,1,62.67
58,1,1,32.21,46,1,13,2,3.8,1,3,1,1,2,0,6,11.55660111,2,31.52
34,1,1,104.96,8,1,7,0,3.6,1,3,1,1,50,2,2,19.87694827,1,97.77
20,1,0,109.17,46,1,1,1,4.6,1,3,1,1,34,1,1,6.285645337,0,99.85
56,1,0,70.69,5,1,21,2,2.5,1,3,1,1,33,2,6,17.40915618,0,67.83
64,1,0,72.54,28,2,3,0,3.5,1,3,1,1,34,3,4,19.92107122,1,67.26
56,1,2,52.17,19,2,11,1,4.0,1,4,1,1,39,4,2,13.35609727,1,50.12
27,1,0,88.87,19,1,19,1,3.5,1,0,1,1,47,2,5,24.27280509,0,85.58
35,1,3,174.04,42,2,18,2,3.2,1,3,1,1,37,4,4,7.664956328,1,164.37
24,1,0,27.57,30,0,9,3,3.5,1,3,1,1,40,5,1,6.878444543,0,26.6
26,1,2,87.09,43,1,8,2,3.4,1,3,1,1,8,2,1,23.20471891,2,86.87
32,1,0,13.19,47,1,7,0,5.0,1,3,1,1,12,0,0,17.38728291,0,12.18
54,1,0,36.37,6,2,15,1,4.5,1,3,1,1,36,0,4,22.21005991,2,34.58
62,1,0,40.36,47,1,4,2,2.8,1,3,1,1,48,4,6,15.87068347,1,36.89
50,1,1,56.02,34,1,14,3,4.9,1,4,1,1,47,4,3,11.16005083,1,53.71
70,1,2,193.38,42,1,0,1,3.1,1,3,1,1,2,0,4,25.47755794,2,178.36
48,1,0,28.9,46,2,24,1,4.8,1,4,1,1,24,1,6,24.98539697,1,26.75
20,1,1,83.41,48,3,23,1,2.7,1,3,1,1,40,0,1,22.36741177,2,79.56
46,1,3,77.31,17,1,7,3,4.6,1,4,1,1,50,3,6,11.80362843,1,76.7
51,1,2,161.38,14,1,15,3,4.4,1,3,1,1,25,1,6,19.75576667,0,153.75
53,1,2,111.87,31,0,22,0,3.2,1,4,1,1,20,3,4,14.02434742,1,104.26
44,1,0,80.15,11,1,11,1,3.0,1,3,1,1,10,5,6,7.289551833,0,78.9
29,1,2,135.55,7,0,12,2,4.9,1,3,1,1,32,0,5,27.93283939,0,133.74
64,1,1,125.41,16,1,5,1,3.6,1,3,1,1,31,1,3,8.420465773,2,117.68
51,1,2,193.95,6,1,23,1,3.8,1,3,1,1,48,0,1,28.75593385,1,192.62
50,1,1,28.19,30,0,3,1,2.9,1,3,1,1,23,3,4,16.15014432,2,27.42
43,1,1,55.36,9,1,18,3,3.9,1,3,1,1,1,0,1,9.628323221,1,54.02
61,1,1,141.25,46,1,14,0,3.6,1,3,1,1,4,3,3,18.54752368,0,137.81
55,1,2,82.02,33,1,23,1,3.5,1,3,1,1,3,0,1,26.8236459,0,76.23
56,1,0,54.4,34,1,8,0,4.0,1,3,1,1,3,1,1,23.30562216,1,50.48
33,1,0,16.66,41,1,1,2,4.8,1,0,1,1,44,1,0,25.1640287,1,15.88
43,1,0,13.11,31,1,6,3,3.9,1,3,1,1,5,3,1,21.46958417,2,13.03
21,1,1,139.76,21,2,10,2,4.5,1,3,1,1,50,5,5,22.30691411,1,137.84
58,1,0,60.3,9,3,21,1,4.8,1,3,1,1,2,2,0,26.22989129,1,57.92
41,1,0,44.97,30,1,16,1,2.6,1,4,1,1,29,4,0,11.24170022,1,41.26
39,1,1,24.35,17,1,19,2,3.1,1,3,1,1,11,5,0,17.23562409,2,22.84
54,1,1,153.38,40,3,7,1,4.7,1,3,1,1,37,2,3,10.53023605,1,145.24
43,1,0,94.81,25,0,9,1,2.9,1,3,1,1,32,3,3,29.6917002,0,94.31
28,1,2,103.83,30,0,20,2,3.8,1,0,1,1,27,2,0,28.60148349,2,101.19
59,1,0,83.21,39,3,8,2,3.8,1,3,1,1,31,5,1,5.985670284,2,75.77
28,1,2,78.43,34,1,22,2,3.0,1,0,1,1,36,3,3,22.63937931,0,73.61
68,1,0,29.4,32,1,5,2,4.1,1,3,1,1,34,1,6,28.13120794,0,27.83
20,1,0,56.78,11,3,2,2,3.4,1,1,1,1,15,0,2,9.514383628,0,51.75
21,1,3,177.71,35,0,14,0,2.5,1,3,1,1,14,2,0,19.19863076,1,171.71
50,1,1,35.36,9,3,4,1,4.9,1,3,1,1,46,1,6,27.88720744,0,34.83
32,1,1,50.53,16,2,0,3,2.8,1,3,1,1,33,5,1,5.848649465,1,49.29
24,1,0,91.41,7,1,1,0,4.5,1,3,1,1,41,3,0,22.43550668,2,86.56
55,1,3,156.45,20,2,10,3,4.9,1,3,1,1,39,4,6,12.43372518,2,154.68
61,1,0,93.73,26,1,10,3,4.9,1,3,1,1,7,1,0,28.10990488,0,87.41
61,1,0,17.23,18,2,21,3,3.5,1,3,1,1,29,0,2,29.27645613,1,16.09
28,1,1,91.4,37,1,17,2,3.5,1,3,1,1,18,5,5,28.60666223,0,90.66
60,1,1,83.44,26,1,13,3,4.9,1,3,1,1,15,2,0,16.85535542,0,79.58
49,1,0,27.28,45,0,21,3,3.0,1,3,1,1,39,4,1,26.55106627,1,24.92
33,1,0,92.28,34,0,20,2,2.8,1,0,1,1,11,1,4,26.11373496,0,86.5
45,1,1,83.4,26,2,10,2,3.7,1,3,1,1,4,1,3,12.97751183,2,80.1
29,1,0,72.33,34,1,17,1,3.6,1,0,1,1,33,5,1,25.72288685,0,68.59
58,1,3,65.66,16,0,2,3,3.3,1,3,1,1,37,3,5,5.925190868,1,62.45
22,1,2,174.76,41,1,20,1,3.4,1,3,1,1,32,1,5,19.90674696,1,167.09
55,1,2,41.89,18,1,10,0,4.0,1,3,1,1,44,2,5,10.75022093,2,38.83
19,1,1,47.37,25,2,19,1,4.6,1,2,1,1,41,0,5,8.014172144,1,46.18
