"Gender","Category","Location","Size","Season","Subscription Status","Shipping Type","Discount Applied","Promo Code Used","Payment Method","Frequency of Purchases","Customer Income Level","Age","Item Purchased","Purchase Amount (USD)","Color","Review Rating","Previous Purchases","Discount Percentage","Item Price"
0.0,3.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"Adult","Belt",79.34,"Turquoise",4.3,12,22.65605568,74.44
0.0,2.0,37.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,"Senior","Jacket",56.65,"Turquoise",3.4,31,7.033719516,55.42
0.0,0.0,19.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,"Young Adult","Shirt",53.4,"Maroon",3.5,34,7.120942852,50.04
0.0,0.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,"Adult","Hoodie",22.8,"Maroon",4.2,32,29.66598946,22.56
0.0,3.0,49.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,"Young Adult","Sunglasses",83.46,"Olive",3.5,31,14.35676989,81.99
0.0,3.0,11.0,2.0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,"Young Adult","Sunglasses",70.38,"Magenta",3.6,24,14.26605368,68.75
0.0,0.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,"Adult","Dress",33.73,"Red",4.3,31,25.31998918,32.93
0.0,1.0,44.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,"Adult","Boots",165.86,"Olive",4.9,18,28.68121443,152.79
0.0,0.0,8.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,2.0,"Young Adult","Shirt",133.01,"Silver",4.1,15,29.6500266,127.93
0.0,0.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,"Adult","Shorts",109.04,"Turquoise",3.6,7,23.83445463,106.85
0.0,3.0,9.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,"Young Adult","Gloves",39.64,"Yellow",3.4,35,14.40648964,36.38
0.0,3.0,14.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,5.0,2.0,"Young Adult","Jewelry",11.27,"Peach",2.9,35,7.087517917,11.17
0.0,1.0,39.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,"Young Adult","Boots",65.51,"Beige",2.7,19,24.4286729,65.34
0.0,3.0,41.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,"Senior","Jewelry",27.86,"Pink",4.3,26,18.96010624,26.33
0.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,"Adult","Pants",81.46,"Violet",3.3,39,15.60555023,74.79
0.0,3.0,43.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,"Adult","Jewelry",86.43,"Peach",2.8,22,27.65885963,83.57
0.0,2.0,32.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,"Adult","Jacket",105.75,"Gold",3.2,14,7.779937058,101.88
0.0,0.0,40.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,"Adult","Blouse",99.33,"Gold",3.6,50,17.31562761,96.74
0.0,0.0,17.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,"Adult","Blouse",105.28,"Indigo",4.0,33,5.283841119,101.14
0.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,5.0,6.0,0.0,"Young Adult","Gloves",62.29,"Blue",4.9,48,16.71651605,59.68
0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,"Adult","Shorts",63.81,"Black",4.0,48,6.407581892,58.28
0.0,3.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,"Senior","Hat",79.83,"Black",3.8,27,7.970447907,78.72
0.0,1.0,36.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,"Senior","Shoes",186.3,"Teal",3.7,27,7.938156169,177.64
0.0,1.0,31.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"Teen","Boots",196.64,"Yellow",3.9,20,21.23025755,182.07
0.0,2.0,26.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,"Adult","Jacket",135.35,"White",3.3,48,23.65112198,135.04
0.0,3.0,42.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,"Adult","Jewelry",36.03,"Orange",2.7,29,19.58421913,34.18
0.0,3.0,15.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,2.0,"Young Adult","Sunglasses",68.74,"Silver",4.7,45,29.05431371,67.01
0.0,0.0,19.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,"Adult","Skirt",41.3,"Pink",2.8,25,14.37176449,38.12
0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,"Adult","Jeans",155.75,"Turquoise",4.6,25,12.14280216,147.97
0.0,3.0,43.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,"Young Adult","Backpack",26.14,"Orange",4.5,37,26.7149782,25.45
0.0,3.0,42.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,"Young Adult","Backpack",12.72,"Peach",5.0,16,10.58989596,11.66
0.0,0.0,15.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,"Young Adult","Shorts",37.34,"Pink",4.1,30,29.08056349,35.31
0.0,0.0,46.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,"Adult","Dress",58.71,"Teal",4.6,6,5.303861867,55.63
0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,"Adult","Scarf",74.32,"White",4.9,36,29.24697067,68.63
0.0,0.0,42.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,"Young Adult","Jeans",46.89,"Gray",3.9,3,6.078997799,46.83
0.0,2.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,"Young Adult","Coat",84.34,"Olive",3.9,29,27.27857784,77.38
0.0,0.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,"Senior","Sweater",141.59,"Maroon",2.6,15,18.19252773,133.61
0.0,1.0,31.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,2.0,2.0,"Young Adult","Sneakers",140.87,"Magenta",2.7,18,29.8241199,132.09
0.0,3.0,39.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,"Young Adult","Scarf",28.14,"Magenta",3.5,2,6.844914118,25.78
0.0,0.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,"Adult","Sweater",77.29,"Green",3.7,49,18.84635711,74.44
0.0,3.0,23.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,"Young Adult","Jewelry",56.97,"Turquoise",3.2,48,29.23256339,56.7
0.0,3.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,"Adult","Handbag",26.81,"Yellow",3.3,43,18.0774461,24.97
0.0,0.0,34.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,"Senior","Hoodie",32.62,"Gray",4.8,30,20.73496595,30.76
0.0,3.0,48.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"Adult","Hat",33.33,"Peach",3.2,10,22.39371722,32.08
0.0,3.0,39.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,"Adult","Belt",37.26,"Yellow",2.5,11,16.36352662,35.98
0.0,0.0,19.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,"Young Adult","Hoodie",116.85,"White",3.9,12,20.688952,113.48
0.0,3.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,"Senior","Hat",63.88,"Lavender",4.7,28,19.6078578,60.98
0.0,1.0,30.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,"Adult","Shoes",156.2,"Blue",2.6,36,27.52895026,142.82
0.0,1.0,35.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,"Adult","Sandals",157.86,"Charcoal",2.8,37,6.136159509,154.54
0.0,2.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,"Adult","Jacket",57.71,"Red",4.4,22,12.02407974,56.24
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Adult","Sweater",97.86,"Olive",4.6,32,28.7602871,97.36
0.0,0.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,"Adult","Socks",89.57,"Green",3.2,40,27.2565946,84.53
0.0,1.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,"Adult","Sneakers",93.51,"Silver",4.2,47,16.39141882,86.82
0.0,2.0,34.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,"Adult","Coat",71.86,"Silver",3.7,24,20.50331495,71.32
0.0,0.0,49.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,"Adult","Shirt",120.35,"Black",3.9,11,11.93452957,114.66
0.0,3.0,22.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,"Young Adult","Backpack",75.09,"Red",4.7,19,9.703028993,71.96
0.0,1.0,27.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,"Adult","Boots",77.78,"Indigo",4.5,42,16.59246012,71.89
0.0,3.0,49.0,3.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,"Young Adult","Handbag",87.64,"Cyan",3.3,6,13.8338057,81.95
0.0,0.0,18.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Young Adult","Dress",58.65,"Maroon",3.3,31,19.5914028,55.38
0.0,1.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,"Adult","Sneakers",92.2,"Silver",4.6,31,6.943365924,91.37
0.0,1.0,44.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,"Adult","Boots",188.49,"Lavender",3.6,27,29.35987019,185.94
0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,"Adult","Shoes",200.08,"Silver",4.8,24,29.65526861,191.54
0.0,0.0,47.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,"Adult","T-shirt",46.46,"Purple",4.8,35,22.45404285,44.07
0.0,1.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"Senior","Boots",191.46,"Cyan",2.9,21,18.40240916,178.4
0.0,0.0,36.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,"Adult","Pants",133.08,"Cyan",2.8,8,12.73819041,124.85
0.0,1.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,"Adult","Shoes",160.23,"Lavender",3.2,26,25.34487549,147.69
0.0,1.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,"Adult","Shoes",75.99,"Maroon",3.9,26,22.11827931,72.44
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,"Senior","T-shirt",53.57,"Gray",4.3,9,9.065423484,48.76
0.0,3.0,42.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,"Young Adult","Scarf",95.34,"Olive",2.7,48,27.77317961,94.97
0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,"Senior","Shorts",122.06,"Magenta",5.0,33,25.56343107,111.72
0.0,3.0,26.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,"Young Adult","Jewelry",27.74,"Yellow",3.7,31,28.74499783,26.25
0.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,"Adult","T-shirt",139.49,"Cyan",3.9,17,23.14298771,139.01
0.0,0.0,8.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,"Young Adult","Shirt",113.96,"Teal",3.9,22,20.3353799,110.66
0.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,"Senior","Shirt",153.78,"Yellow",3.1,8,15.45607591,140.17
0.0,3.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,0.0,"Young Adult","Gloves",99.49,"Peach",3.3,2,28.31821208,94.98
0.0,3.0,35.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,"Young Adult","Scarf",94.98,"Peach",3.6,45,26.65159724,87.58
0.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,"Senior","Skirt",66.58,"Olive",4.3,47,6.130466753,61.48
0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,"Young Adult","Hat",14.13,"Charcoal",4.5,7,5.659174362,13.33
0.0,0.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,"Young Adult","Hoodie",50.5,"Indigo",2.8,19,14.41158417,49.9
0.0,1.0,25.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,"Senior","Boots",46.08,"Silver",2.7,44,25.26383327,43.08
0.0,0.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,"Young Adult","Blouse",68.84,"Beige",2.9,16,29.68190323,64.18
0.0,3.0,46.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,"Young Adult","Belt",16.38,"Blue",4.4,17,8.760422278,15.88
0.0,3.0,36.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,"Adult","Sunglasses",63.18,"White",3.9,20,19.85326788,58.55
0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,"Adult","Shorts",65.28,"Gold",3.5,50,14.52227142,61.44
0.0,3.0,46.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,"Senior","Gloves",95.26,"Blue",2.5,37,29.24785995,89.74
0.0,1.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,"Adult","Sandals",69.77,"Orange",4.9,5,26.05297308,69.6
0.0,0.0,38.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,"Adult","Shirt",133.4,"Gold",4.8,44,25.95821762,133.11
0.0,2.0,44.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,"Adult","Coat",236.84,"Cyan",3.2,41,16.71732899,224.94
0.0,0.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,"Adult","Pants",153.43,"Red",4.9,19,15.37048756,142.08
0.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,1.0,"Young Adult","T-shirt",154.98,"Yellow",4.3,47,11.8351768,149.73
0.0,1.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,"Young Adult","Sneakers",166.87,"Beige",3.2,40,6.409387416,160.42
0.0,0.0,18.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,"Young Adult","Shorts",87.55,"Orange",3.7,6,26.61805941,82.38
0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,"Adult","Coat",246.85,"Magenta",3.2,25,25.32252523,224.74
0.0,1.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,"Adult","Sandals",167.32,"Purple",3.4,42,29.99294183,160.61
0.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,"Young Adult","Pants",80.29,"Black",4.1,35,29.91592093,74.78
0.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,"Adult","Sandals",71.37,"Pink",4.5,17,18.88579264,70.59
0.0,3.0,20.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,"Senior","Gloves",43.12,"Pink",4.5,4,24.22468538,41.92
0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,"Adult","T-shirt",59.89,"Maroon",3.2,24,28.61914325,58.52
0.0,2.0,26.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,"Adult","Jacket",58.52,"Maroon",4.4,16,26.24118477,58.42
0.0,0.0,41.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,"Adult","Blouse",154.75,"Turquoise",3.0,14,11.18370254,148.4
0.0,0.0,41.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,"Young Adult","Socks",74.72,"Green",3.2,43,16.26360338,69.96
0.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,"Adult","Coat",102.55,"Violet",4.0,49,8.228985379,93.65
0.0,0.0,36.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,"Adult","Dress",123.32,"Lavender",3.1,33,28.85127568,122.22
0.0,2.0,39.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,"Adult","Jacket",145.25,"Gray",2.8,45,20.15436586,133.52
0.0,1.0,26.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,"Young Adult","Boots",199.51,"Teal",4.6,35,10.71607014,190.6
0.0,0.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,"Adult","Skirt",101.41,"Red",4.3,11,21.79251711,99.74
0.0,1.0,47.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,"Young Adult","Sandals",203.1,"Yellow",3.3,30,20.45320601,198.5
0.0,2.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,"Young Adult","Coat",254.04,"Magenta",3.5,48,13.95406795,238.55
0.0,0.0,35.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,"Senior","Hoodie",104.08,"Brown",3.4,45,7.838939805,99.01
0.0,2.0,22.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,"Adult","Jacket",97.83,"Blue",2.8,26,21.78932989,96.13
0.0,3.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,"Adult","Backpack",30.4,"Black",4.6,41,18.00769252,29.84
0.0,3.0,28.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,"Young Adult","Backpack",82.97,"Olive",3.6,37,24.30795979,80.16
0.0,3.0,42.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,"Senior","Belt",16.68,"Olive",3.3,12,18.00408753,15.21
0.0,2.0,37.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,"Young Adult","Coat",247.79,"Green",3.1,27,26.30453751,226.76
0.0,0.0,9.0,2.0,3.0,0.0,4.0,0.0,0.0,4.0,1.0,2.0,"Young Adult","T-shirt",151.93,"Peach",3.5,18,18.79767097,149.34
0.0,3.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,"Senior","Sunglasses",49.12,"White",3.2,15,19.02344929,45.66
0.0,1.0,46.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,"Adult","Sneakers",150.61,"Red",3.0,34,26.91634007,148.32
0.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,"Senior","Gloves",85.3,"White",4.8,37,15.08707166,83.42
0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,"Adult","Coat",99.85,"Indigo",5.0,21,8.350380711,94.76
0.0,0.0,29.0,2.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,1.0,"Teen","Shirt",102.71,"White",2.9,31,5.719566908,97.08
0.0,1.0,44.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,6.0,1.0,"Adult","Sneakers",49.55,"Teal",3.2,43,23.87843139,45.55
0.0,3.0,28.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,"Senior","Scarf",34.34,"Indigo",2.9,22,20.50773878,33.9
0.0,3.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,"Young Adult","Jewelry",98.59,"Red",3.3,12,22.6019942,89.99
0.0,2.0,15.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,"Senior","Jacket",240.43,"Blue",2.6,25,10.32410404,222.43
0.0,0.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,"Adult","Jeans",110.98,"Blue",3.5,40,8.40928689,105.18
0.0,1.0,37.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,"Senior","Shoes",46.62,"Black",4.4,16,5.363616642,44.79
0.0,0.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,"Senior","Hoodie",70.23,"Olive",3.4,30,13.76468897,68.45
0.0,3.0,37.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,"Adult","Backpack",78.83,"Lavender",4.2,10,19.74794217,75.11
0.0,1.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,"Adult","Sneakers",44.74,"Indigo",3.6,1,14.80610113,43.78
0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Young Adult","Blouse",109.65,"Red",3.0,24,15.93687305,108.82
0.0,0.0,40.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,"Adult","Pants",137.13,"Red",4.0,36,27.60396736,130.66
0.0,0.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,"Senior","Skirt",87.36,"Pink",4.4,46,13.70638668,82.48
0.0,0.0,44.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,"Senior","T-shirt",131.63,"Purple",4.1,20,17.84973723,127.21
0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,"Adult","Jacket",196.1,"Cyan",3.6,37,24.59132532,185.6
0.0,3.0,36.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,"Adult","Scarf",37.02,"Cyan",4.6,26,14.91356956,34.03
0.0,0.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,"Adult","Pants",131.81,"Charcoal",3.2,23,20.55216751,123.67
0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,"Adult","Sneakers",189.74,"Red",4.8,20,26.55909272,174.6
0.0,0.0,43.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,"Adult","Jeans",121.47,"Peach",4.8,38,28.73801559,112.09
0.0,3.0,47.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,"Adult","Hat",77.72,"Black",5.0,5,8.676837023,72.77
0.0,0.0,15.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,"Young Adult","Skirt",107.98,"Black",3.7,41,28.16469063,100.42
0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"Senior","Sandals",61.98,"Purple",4.6,22,17.30290733,56.96
0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,"Adult","Sandals",178.73,"Violet",3.7,48,11.45610971,178.21
0.0,0.0,44.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,"Adult","Sweater",129.0,"Orange",4.1,10,16.47839391,127.36
0.0,0.0,44.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,1.0,"Young Adult","Sweater",68.29,"Charcoal",2.7,12,29.50081438,63.57
0.0,2.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,"Adult","Jacket",88.87,"Turquoise",4.9,2,17.31545235,82.15
0.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,"Young Adult","Shorts",134.68,"Yellow",4.0,38,13.21879026,128.18
0.0,0.0,27.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,"Senior","Socks",21.43,"White",4.7,20,20.83502136,20.83
0.0,0.0,36.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,"Senior","Socks",110.03,"Gray",2.8,5,11.00364047,100.2
0.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,"Adult","Hoodie",104.79,"Blue",4.9,9,6.896583203,102.14
0.0,0.0,47.0,1.0,3.0,0.0,2.0,0.0,0.0,5.0,6.0,1.0,"Young Adult","Socks",107.95,"Maroon",4.2,48,8.221993048,102.42
0.0,1.0,45.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,"Adult","Boots",164.31,"Violet",3.0,9,8.201145974,162.57
0.0,0.0,46.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,"Young Adult","Shirt",125.37,"Orange",3.4,40,8.797567338,118.93
0.0,3.0,29.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Senior","Belt",99.97,"Turquoise",4.6,30,8.470679316,96.67
0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,"Adult","Backpack",73.17,"Olive",4.2,6,21.02186862,66.94
0.0,1.0,25.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,"Adult","Boots",51.87,"Brown",3.2,42,9.54700211,47.43
0.0,2.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,1.0,"Senior","Coat",188.85,"Green",4.4,9,13.64168208,187.58
0.0,0.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,"Young Adult","Hoodie",63.31,"Brown",2.5,6,27.41971025,59.13
0.0,1.0,12.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,"Young Adult","Shoes",43.86,"Silver",3.6,47,16.84904101,41.45
0.0,1.0,6.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,"Young Adult","Shoes",94.31,"White",4.5,36,21.68894346,88.8
0.0,3.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,"Senior","Jewelry",15.35,"Gold",3.4,19,9.30799678,14.12
0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,"Young Adult","Dress",160.75,"Green",3.2,30,9.80722547,146.55
0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,"Adult","Boots",159.49,"Teal",4.2,27,6.021715407,157.44
0.0,3.0,36.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,"Young Adult","Hat",78.44,"Charcoal",5.0,25,9.223376577,78.24
0.0,3.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Young Adult","Backpack",12.38,"Maroon",4.7,5,11.96475848,11.99
0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,"Adult","Shoes",121.78,"Lavender",4.2,10,9.425262107,113.07
